name,address,telephone_number,type,opening_hours,closing_hours
"EUGENE YEO COLORECTAL & MINIMALLY
INVASIVE SURGERY","3 MOUNT ELIZABETH   #04-03   MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",89079470,S,8:30:00 am,5:00:00 pm
EYE SURGEONS @ NOVENA,"38   IRRAWADDY ROAD  #09-28  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",66940400,S,8:00:00 am,8:00:00 pm
EYE SURGEONS @ NAPIER,"6  NAPIER ROAD  #06-19  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",64746711,S,8:00:00 am,8:00:00 pm
EYE SPECIALIST CLINIC PTE LTD,"290  ORCHARD ROAD  THE PARAGON  #06-
01/02/03/04/05  SINGAPORE 238859",68873797,S,9:00:00 am,5:00:00 pm
ELEVATE GASTROENTEROLOGY,"1 ORCHARD BOULEVARD  #08-06  CAMDEN MEDICAL
CENTRE  SINGAPORE 248649",69706670,S,9:00:00 am,5:30:00 pm
EAGLE AESTHETICS & SURGERY (NOVENA),"38  IRRAWADDY ROAD  #06-36  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",62622766,S,9:00:00 am,6:00:00 pm
EAGLE AESTHETICS & SURGERY (STARMED),12  FARRER PARK STATION ROAD  #05-02/03/04 STARMED SPECIALIST CENTRE  SINGAPORE 217565,62296558,S,10:00:00 am,7:00:00 pm
EAGLE EYE CENTRE STARMED PTE LTD,"12 Farrer Park Station Road, #05-02/03/04,  HMI Medical
Centre, Singapore 217565",62296555,S,9:00:00 am,5:00:00 pm
FOCAL EYE CENTRE,"38  IRRAWADDY ROAD  #10-21  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",63398936,S,8:30:00 am,5:00:00 pm
"THE VASCULAR VEIN AND WOUND
CENTRE","1  FARRER PARK STATION ROAD  #13-11  CONNEXION
SINGAPORE 217562",64439972,S,9:00:00 am,6:00:00 pm
FEM SURGERY @ MT ALVERNIA,"820  THOMSON ROAD  #07-54  MT ALVERNIA
HOSPITAL MEDICAL CENTRE D  SINGAPORE 574623",62598880,S,9:00:00 am,6:00:00 pm
FEM SURGERY @ FARRER,"1  FARRER PARK STATION ROAD  #11-19  CONNEXION
SINGAPORE 217562",69707866,S,9:00:00 am,6:00:00 pm
FEM SURGERY @ CENTRAL,8  EU TONG SEN STREET  #22-90  THE CENTRAL SINGAPORE 059818,62236388,S,9:00:00 am,6:00:00 pm
FEM SURGERY @ NOVENA,"38  IRRAWADDY ROAD  #11-53  MT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",63391101,S,9:00:00 am,6:00:00 pm
FEM SURGERY @ ORCHARD,3  MT ELIZABETH ROAD  #05-02  MT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,67333383,S,9:00:00 am,6:00:00 pm
FORTE CARDIOLOGY CLINIC,"3  MOUNT ELIZABETH  #13-14  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",63227820,S,8:30:00 am,5:00:00 pm
GONG SURGERY PTE LTD,6  NAPIER RD  #05-16  GLENEAGLES MEDICAL CENTRE SINGAPORE 258499,90888940,S,9:00:00 am,5:00:00 pm
"G CHEE EAR NOSE THROAT SINUS &
DIZZINESS CENTRE","3  MOUNT ELIZABETH  #12-06  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",67377227,S,9:00:00 am,6:00:00 pm
GORDON LIM CLINIC & SURGERY FOR WOMEN PTE LTD,6A  NAPIER ROAD  #10-07  GLENEAGLES MEDICAL CENTRE  SINGAPORE 258499,64729988,S,9:00:00 am,5:00:00 pm
G & L SURGICAL CLINIC,"38  IRRAWADDY ROAD  #05-23  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",62551234,S,9:00:00 am,5:30:00 pm
GUTCARE (NOVENA),38  IRRAWADDY ROAD  #10-58  MOUNT ELIZABETH NOVENA HOSPITAL  SINGAPORE 329563,67343435,S,9:00:00 am,5:00:00 pm
GUTCARE (EAST),"319  JOO CHIAT PLACE  #02-03  PARKWAY EAST
MEDICAL CENTRE  SINGAPORE 427989",63480648,S,8:00:00 am,5:00:00 pm
GUTCARE (ALVERNIA),"820  THOMSON ROAD  #07-55  MOUNT ALVERNIA
HOSPITAL MEDICAL CENTRE  SINGAPORE 574623",62580508,S,9:00:00 am,5:00:00 pm
GUTCARE (GLENEAGLES),"6  NAPIER ROAD  #07-19  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",62597859,S,9:00:00 am,5:00:00 pm
GUTCARE (FARRER),"1  FARRER PARK STATION ROAD  #07-10  CONNEXION
SINGAPORE 217562",64430708,S,8:30:00 am,5:30:00 pm
"GI ASSOCIATES GASTROENTEROLOGY
(FARRER PARK)","1  FARRER PARK STATION ROAD  #14-15  CONNEXION
SINGAPORE 217562",65381517,S,9:00:00 am,5:00:00 pm
"GI ASSOCIATES GASTROENTEROLOGY
(GLENEAGLES)","6  NAPIER ROAD  #10-02  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",64712500,S,9:00:00 am,5:00:00 pm
GUTCARE (ORCHARD),"3  MOUNT ELIZABETH  #12-01   MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",62356651,S,8:30:00 am,5:00:00 pm
"GASTRO LIVER & SURGICAL CENTRE
(FARRER PARK)","1  FARRER PARK STATION ROAD  #10-10  CONNEXION
SINGAPORE 217562",62357923,S,9:00:00 am,5:00:00 pm
GOH MINGHUI ENDOSCOPY & SURGERY,"10  SINARAN DRIVE  #11-11  NOVEMA MEDICAL
CENTRE  SINGAPORE 307506",62619008,S,8:30:00 am,5:00:00 pm
"GI ENDOSCOPY AND LIVER CENTRE @
ROYAL SQUARE","101   IRRAWADDY ROAD  #15-01  ROYAL SQUARE
MEDICAL CENTRE  SINGAPORE 329565",69090540,S,9:00:00 am,5:00:00 pm
GERARD LEONG CARDIOLOGY CLINIC,"339 THOMSON ROAD  #05-05  THOMSON MEDICAL
CENTRE  SINGAPORE 307677",67170008,S,8:30:00 am,5:00:00 pm
"GERARD LEONG CARDIOLOGY CLINIC
(FARRER PARK)","1   FARRER PARK STATION ROAD  #13-09  FARRER
PARK MEDICAL CENTRE  SINGAPORE 217562",69937353,S,8:30:00 am,5:00:00 pm
"GASTROHEALTH CENTRE FOR DIGESTIVE
AND LIVER CARE","6A  NAPIER ROAD  #03-37  GLENEAGLES HOSPITAL
SINGAPORE 258500",63555773,S,8:30:00 am,5:30:00 pm
GASTROCLINIC,"1  FARRER PARK STATION ROAD  #15-12  CONNEXTION
SINGAPORE 217562",64438166,S,9:00:00 am,6:00:00 pm
GASTROCLINIC (MOUNT ELIZABETH),3 MOUNT ELIZABETH  #06-10  MOUNT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,64438166,S,8:30:00 am,5:30:00 pm
GASTROHEALTH CLINIC PTE LTD,"6A  NAPIER ROAD  #05-35C  GLENEAGLES HOSPITAL
ANNEXE BLOCK  SINGAPORE 258500",63555773,S,9:00:00 am,5:00:00 pm
THE GASTROENTEROLOGY GROUP PTE LTD (MOUNT ELIZABETH NOVENA),38   Irrawaddy Road   #07-27   Mt E Novena Hospital SINGAPORE 329563,69705487,S,8:30:00 am,5:00:00 pm
"THE GASTROENTEROLOGY GROUP PTE
LTD (PARKWAY EAST)","319   Joo Chiat Place   #04-01  Parkway East Medical
Centre   SINGAPORE 427989",62970688,S,8:00:00 am,5:00:00 pm
THE GASTROENTEROLOGY GROUP PTE LTD (MOUNT ALVERNIA),820   Thomson Road  #02-08  Mount Alvernia Medical Centre A  SINGAPORE 574623,63227529,S,8:00:00 am,5:00:00 pm
"HUANG EAR NOSE & THROAT SURGERY
PTE LTD","6  NAPIER RD SUITE  #04-17  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",64757995,S,9:00:00 am,4:00:00 pm
HEAH COLORECTAL ENDOSCOPY & PILES CENTRE,3  MT ELIZABETH  #12-06  MT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,67375335,S,9:00:00 am,5:00:00 pm
HO SURGICAL CLINIC PTE LTD,"3  MT ELIZABETH  #14-05  MT ELIZABETH MEDICAL
CENTRE  SINGAPORE 228510",67348588,S,9:00:00 am,5:00:00 pm
HEAH ENDOSCOPY & PILES CENTRE (BUKIT BATOK),BLK 644  BUKIT BATOK CENTRAL  #01-70 (2ND STOREY)  SINGAPORE 650644,66651355,S,8:00:00 am,10:00:00 pm
H S CHAN SURGERY,"6A  NAPIER RD  #03-37D  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258500",67334111,S,9:00:00 am,5:00:00 pm
HOPE GASTROENTEROLOGY AND LIVER CLINIC PTE LTD,3  MT ELIZABETH  #15-02  MT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,68360608,S,9:00:00 am,5:00:00 pm
HC ENDOSCOPY & PILES CENTRE (GM),"21  GHIM MOH ROAD  #01-141  GHIM MOH GARDENS
SINGAPORE 270021",62654058,S,8:00:00 am,8:00:00 pm
"HC ENDOSCOPY & PILES CENTRE
(HILLFORD)","182  JALAN JURONG KECHIL  #01-66  THE HILLFORD
SINGAPORE 596152",64634506,S,8:00:00 am,8:00:00 pm
HC MING ENDOSCOPY & PILES CENTRE,"1  ORCHARD BOULEVARD  #04-01/02  CAMDEN
CENTRE  SINGAPORE 248649",62358166,S,9:00:00 am,5:00:00 pm
HESED EYE SPECIALIST,"6A  NAPIER ROAD  #01-32  GLENEAGLES HOSPITAL
SINGAPORE 258500",65136615,S,9:00:00 am,5:00:00 pm
HC ENDOSCOPY & PILES CENTRE (AMK),"BLK 710A  ANG MO KIO AVENUE 8  #01-2629
SINGAPORE 561710",63370449,S,8:30:00 am,8:30:00 pm
HEART SPECIALIST INTERNATIONAL,"38  IRRAWADDY ROAD  #07-41  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",69621287,S,9:00:00 am,5:00:00 pm
HIP & KNEE ORTHOPAEDICS,"38 IRRAWADDY ROAD  #09-38  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",88841642,S,8:00:00 am,8:00:00 pm
HC ENDOSCOPY & PILES CENTRE (SIGLAP),"697  EAST COAST ROAD  FRANKEL ESTATE
SINGAPORE 459060",67971020,S,8:00:00 am,6:00:00 pm
"HC ORTHOPAEDICS & SURGICAL CENTRE
(TAMPINES)","801 TAMPINES AVENUE 4   #01-273  TAMPINES
POLYVIEW   SINGAPORE 520801",63710640,S,8:30:00 am,7:00:00 pm
"HARMONY THYROID, ENDOCRINOLOGY
AND DIABETES CENTRE","3 Mount Elizabeth #12-04,   Mount Elizabeth Medical
Centre   Singapore 228510 (Orchard)",62570533,S,9:00:00 am,5:00:00 pm
"HARLEY STREET HEART & VASCULAR
CENTRE","12 FARRER PARK STATION ROAD  HMI MEDICAL
CENTRE  #09-01  SINGAPORE 217565",64723703,S,8:30:00 am,5:30:00 pm
"ISLAND ORTHOPAEDIC CONSULTANTS
PTE LTD (MOUNT ELIZABETH)","3  MT ELIZABETH  #05-08  MT ELIZABETH MEDICAL
CENTRE  SINGAPORE 228510",64745488,S,9:00:00 am,5:00:00 pm
"SAINT JUDE CENTRE FOR INTERNAL MEDICINE (FKA IMMANUEL CENTRE FOR
INTERNAL MEDICINE)",38  IRRAWADDY ROAD  #07-48  MT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,62664008,S,9:00:00 am,4:30:00 pm
ISLAND ORTHOPAEDIC (GLENEAGLES),6  NAPIER RD  #02-16  GLENEAGLES MEDICAL CENTRE SINGAPORE 258499,64745488,S,9:00:00 am,5:00:00 pm
ISLAND ORTHOPAEDIC CONSULTANTS PTE LTD (MOUNT ALVERNIA),820  THOMSON ROAD  #01-03  MT ALVERNIA MEDICAL CENTRE  SINGAPORE 574623,63560588,S,9:00:00 am,5:00:00 pm
INTERNATIONAL CANCER SPECIALISTS,"290  ORCHARD ROAD  #15-01/02  PARAGON TOWER 1
LOBBY F  SINGAPORE 238859",62359005,S,8:30:00 am,5:30:00 pm
"INTERNATIONAL EYE CATARACT RETINA
CENTRE(FARRER PARK)","1  FARRER PARK STATION ROAD  #14-07/08
CONNEXION  SINGAPORE 217562",64432020,S,8:30:00 am,5:00:00 pm
"IMMANUEL CENTRE FOR NEUROSURGERY
PTE LTD","38  IRRAWADDY ROAD  #09-38  MOUNT ELIZABETH
NOVENA HOSPITAL  SINGAPORE 329563",66944112,S,10:00:00 am,4:30:00 pm
"ISLAND FAMILY CLINIC & ENDOSCOPY
CENTRE","338  ANCHORVALE CRESCENT  #01-08  SINGAPORE
530338",62810142,S,9:00:00 am,6:00:00 pm
IN SURGERY (FARRER PARK),"1  FARRER PARK STATION ROAD  #08-11  FARRER
PARK MEDICAL CENTRE  SINGAPORE 217562",67870078,S,9:00:00 am,5:00:00 pm
ICON CANCER CENTRE FARRER PARK,1  FARRER PARK STATION ROAD  #09-13 TO 20 FARRER PARK MEDICAL CENTRE  SINGAPORE 217562,66049919,S,8:30:00 am,5:30:00 pm
ICON CANCER CENTRE GLENEAGLES,6  NAPIER ROAD  #05-11/12 & 18/19  GLENEAGLES MEDICAL CENTRE  SINGAPORE 258499,64713373,S,8:30:00 am,5:30:00 pm
ICON CANCER CENTRE MOUNT ALVERNIA,"820  THOMSON ROAD  #05-03/04  MOUNT ALVERNIA
MEDICAL CENTRE A  SINGAPORE 574623",62522202,S,8:30:00 am,5:30:00 pm
ICON CANCER CENTRE MOUNT ELIZABETH,3  MOUNT ELIZABETH  #17-03/04  MOUNT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,67378000,S,8:30:00 am,5:30:00 pm
ICON CANCER CENTRE NOVENA,38  IRRAWADDY ROAD  #08-36/37/38   MT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,62662273,S,8:30:00 am,5:30:00 pm
ICON CANCER CENTRE ORCHARD,"3  MOUNT ELIZABETH  #13-09/10  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",62359383,S,8:30:00 am,5:30:00 pm
ICON HAEMATOLOGY CENTRE MOUNT ELIZABETH,3  MOUNT ELIZABETH  #17-03/04  MOUNT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,67378000,S,8:30:00 am,5:30:00 pm
"INTERNATIONAL CENTRE FOR THORACIC
SURGERY","38  IRRAWADDY ROAD  #10-38  MOUNT ELIZABETH
NOVENA SPECIALIST  SINGAPORE 329563",65918801,S,9:00:00 am,5:00:00 pm
INTERNATIONAL ORTHOPAEDIC CLINIC,"38  IRRAWADDY ROAD  #05-24  MOUNT ELIZABETH
NOVENA  SINGAPORE 329560",62537111,S,9:00:00 am,5:00:00 pm
ICON RADIATION ONCOLOGY,"820  THOMSON ROAD  #01-91  MOUNT ALVERNIA
MEDICAL CENTRE E  ICON CANCER CENTRE SINGAPORE 574623",69928648,S,8:30:00 am,5:30:00 pm
INTERNATIONAL EYE CLINIC,"3 MOUNT ELIZABETH #06-04 MOUNT ELIZABETH
MEDICAL CENTRE SINGAPORE 228510",67356066,S,9:00:00 am,5:00:00 pm
THE CARDIO CLINIC @ MOUNT ELIZABETH,3  MOUNT ELIZABETH  #15-15  MOUNT ELIZABETH MEDICAL CENTRE  Singapore 228510,63227873,S,9:00:00 am,5:00:00 pm
"JAMES LEE ORTHOPAEDIC SURGERY PTE
LTD","6  NAPIER RD SUITE  #09-15  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",64744256,S,9:00:00 am,5:00:00 pm
JUDE LEE GASTROINTESTINAL & LAPAROSCOPIC SURGERY PTE LTD,38  IRRAWADDY ROAD  #08-35  MT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,65702252,S,9:00:00 am,5:00:00 pm
"JULIAN LEE EAR NOSE THROAT
SPECIALIST","38  IRRAWADDY ROAD  #06-62  MT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",62502262,S,9:00:00 am,5:00:00 pm
JIREH HEART CENTRE,38  IRRAWADDY ROAD  #06-63  MOUNT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,69096221,S,9:00:00 am,5:00:00 pm
"JASON LIM ENDOSCOPY & SURGERY
(NOVENA)","38  IRRAWADDY ROAD  #05-49  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",67790115,S,9:00:00 am,5:00:00 pm
JL EYE SPECIALISTS,"6  NAPIER ROAD  #07-10  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",62588966,S,9:00:00 am,5:00:00 pm
"JOANNA LIN'S MEDICAL AND CANCER
CLINIC","6  NAPIER ROAD  #03-07  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",68387388,S,9:00:00 am,6:00:00 pm
JASON LIM ENDOSCOPY & PILES CENTRE,"10  SINARAN DRIVE  #09-12  NOVENA MEDICAL
CENTRE  SINGAPORE 307506",65530115,S,8:30:00 am,5:00:00 pm
"JUANDA LEO GASTROENTEROLOGY LIVER
CLINIC","3   Mount Elizabeth  #12-03   Mount Elizabeth Medical
Centre  Singapore 228510",65137678,S,9:00:00 am,5:00:00 pm
K C CHING CLINIC & SURGERY FOR WOMEN,12   Farrer Park Station Road  Level 9  StarMed Specialist Centre  Singapore 217565,67343455,S,9:00:00 am,5:00:00 pm
"K K SNG COLORECTAL & GENERAL
SURGERY PTE LTD","38  IRRAWADDY ROAD  #06-27  MT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",63341696,S,9:00:00 am,5:00:00 pm
KIDS CLINIC @ SENGKANG,"70  COMPASSVALE BOW  #02-14  SENGKANG GRAND
MALL  SINGAPORE 544692",68178883,S,9:00:00 am,8:30:00 pm
K W ONG BREAST AND GENERAL SURGERY CLINIC,38  IRRAWADDY ROAD  #10-24  MOUNT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,69317888,S,9:00:00 am,5:00:00 pm
KIDS CLINIC @ PUNGGOL,BLK 681  PUNGGOL DRIVE  #03-11  SINGAPORE 820681,68178885,S,9:00:00 am,9:30:00 pm
"K W ONG BREAST & GENERAL SURGERY
(FARRER PARK)","1  FARRER PARK STATION ROAD  #16-04  FARRER
PARK MEDICAL CENTRE  SINGAPORE 217562",69710800,S,8:00:00 am,8:00:00 pm
KK QUECK NEUROLOGY CENTRE,"820  THOMSON ROAD  #02-01A  MOUNT ALVERNIA
HOSPITAL  SINGAPORE 574623",88917996,S,8:30:00 am,5:30:00 pm
KIDNEYCARE CENTRE,"38 IRRAWADDY ROAD  #06-32  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",66940640,S,9:00:00 am,8:00:00 pm
KYM SURGERY @ ORCHARD,"3  MT ELIZABETH  #12-01  MT ELIZABETH MEDICAL
CENTRE  SINGAPORE 228510",69081712,S,9:00:00 am,5:00:00 pm
KIDNEY HEALTH ASIA,"3 MOUNT ELIZABETH  #06-10  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",83289806,S,8:30:00 am,5:30:00 pm
"LEE RESPIRATORY AND SLEEP CLINIC (MT
ALVERNIA)","820  THOMSON ROAD  #05-58  MT ALVERNIA MEDICAL
CENTRE  SINGAPORE 574623",62585238,S,9:00:00 am,5:00:00 pm
LIBERTY ORTHOPAEDIC CLINIC,"3  MOUNT ELIZABETH  #14-14  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",67350081,S,9:00:00 am,5:00:00 pm
LAI ENDOSCOPY & COLORECTAL SURGERY,3  MOUNT ELIZABETH  #05-06  MOUNT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,67370027,S,8:00:00 am,5:00:00 pm
LIM ING HAAN CARDIOLOGY PTE LTD,"3  MOUNT ELIZABETH  #04-02  MOUNT ELIZABETH
MEDICAL CENTRE  SINGAPORE 228510",62352050,S,8:30:00 am,5:00:00 pm
LUMIN EYE SPECIALISTS CLINIC,6A   NAPIER ROAD  #02-36A/B  GLENEAGLES HOSPITAL ANNEXE BLOCK   SINGAPORE 258500,62662088,S,8:30:00 am,5:30:00 pm
LEE SURGERY AND ENDOSCOPY,"6 NAPIER ROAD  #04-16  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",89526327,S,9:00:00 am,5:00:00 pm
LANG EYE CENTRE,38   IRRAWADY ROAD   #08-46/47  MOUNT ELIZABETH NOVENA HOSPITAL  SINGAPORE 329563,66841000,S,8:30:00 am,5:00:00 pm
LS LEE SURGERY,"38  IRRAWADDY ROAD  #10-45/46/47  MOUNT
ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563",65502317,S,8:30:00 am,5:00:00 pm
LW CHO ENDOCRINE CLINIC,"319  JOO CHIAT PLACE  #02-05  PARKWAY EAST
MEDICAL CENTRE  SINGAPORE 427989",62446177,S,8:30:00 am,5:30:00 pm
"LW CHO ENDOCRINE CLINIC
(GLENEAGLES)","6 NAPIER ROAD  #08-08  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",62446177,S,8:00:00 am,8:00:00 pm
LIVINGSTONE DERMATOLOGY CLINIC,"10 SINARAN DRIVE  #09-20  NOVENA MEDICAL CENTRE
SINGAPORE 307506",65920788,S,8:30:00 am,7:30:00 pm
LUMA DAY SURGERY CENTRE,"290   ORCHARD ROAD   #09-23  Paragon (Lobby C)
Singapore 238859",69945480,S,9:00:00 am,5:00:00 pm
MEDICAL & HAEMATOLOGY CLINIC,"3  MT ELIZABETH  #14-18  MT ELIZABETH MEDICAL
CENTRE  SINGAPORE 228510",62359949,S,9:00:00 am,5:00:00 pm
MY ENT SPECIALIST,"38  IRRAWADDY ROAD  #09-24  MT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",63975280,S,9:00:00 am,5:00:00 pm
MY ENT SPECIALIST PTE LTD,"1  FARRER PARK STATION ROAD  #10-20  CONNEXION
SINGAPORE 217562",62440093,S,9:00:00 am,5:00:00 pm
MY EYE SPECIALIST & RETINA SURGEON,"101  IRRAWADDY ROAD  #18-13/14  ROYAL CARE
MEDICAL CENTRE  SINGAPORE 329565",62508421,S,8:30:00 am,5:00:00 pm
ML'VE UROCARE CENTRE,"38  IRRAWADDY ROAD  #10-30  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",69353891,S,8:00:00 am,6:30:00 pm
MARK WONG SURGERY (MT ELIZABETH NOVENA),"38  IRRAWADDY ROAD  #08-31  MOUNT ELIZABETH
NOVENA HOSPITAL SPECIALIST CENTRE  SINGAPORE 329563",62614883,S,8:30:00 am,5:00:00 pm
MARK WONG SURGERY (MT ALVERNIA),"820  THOMSON ROAD  #02-03  MOUNT ALVERNIA
HOSPITAL MEDICAL CENTRE  SINGAPORE 574623",63564088,S,8:30:00 am,5:00:00 pm
MELANIE SEAH BREAST SPECIALIST,"1  FARRER PARK STATION ROAD  #12-07  CONNEXION
SINGAPORE 217562",62442668,S,9:00:00 am,5:00:00 pm
ME NOVENA SPECIALIST GROUP,"38  IRRAWADDY ROAD  #08-36/37/38/39  MOUNT
ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563",62442688,S,9:00:00 am,5:00:00 pm
MEDICAL AND SURGICAL DERMATOLOGY CLINIC PTE LTD,"10   SINARAN DRIVE  #11-35  NOVENA MEDICAL
CENTRE SQUARE 2  SINGAPORE 307506",65135327,S,9:00:00 am,5:00:00 pm
MAVEN SURGERY @ FARRER PARK,1  FARRER PARK STATION ROAD  #15-13  CONNEXION FARRER PARK MEDICAL CENTRE  SINGAPORE 217563,64440423,S,9:00:00 am,5:00:00 pm
"MAVEN SURGERY @ MOUNT ELIZABETH
NOVENA","38  IRRAWADDY ROAD  #06-33  MOUNT ELIZABETH
NOVENA MEDICAL CENTRE  SINGAPORE 329563",63555285,S,9:00:00 am,5:00:00 pm
MAVEN SURGERY @ PARKWAY EAST,319  JOO CHIAT PLACE  #02-05  PARKWAY EAST MEDICAL CENTRE  SINGAPORE 427989,63440340,S,9:00:00 am,5:00:00 pm
MINMED PAEDIATRICS (TENGAH),"126A   Tengah Drive  #01-315  Plantation Village Retail
Street  Singapore 691126",94550123,S,9:00:00 am,5:00:00 pm
"NYAM COLON, RECTAL & GENERAL SURGERY PTE LTD",3  MT ELIZABETH  #17-17  MT ELIZABETH MEDICAL CENTRE  SINGAPORE 228510,68369909,S,8:30:00 am,5:00:00 pm
NAAMAN SKIN AND LASER CENTRE,"10  SINARAN DRIVE  #10-16  NOVENA MEDICAL
CENTRE  SINGAPORE 307506",63972833,S,8:30:00 am,5:00:00 pm
NOBEL HEART CENTRE (NOVENA),38  IRRAWADDY ROAD  #07-21  MOUNT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,62582863,S,8:30:00 am,5:30:00 pm
NOBEL ENT CENTRE (MT ALVERNIA),"820  THOMSON ROAD  #01-04  MT ALVERNIA
HOSPITAL MEDICAL CENTRE A  SINGAPORE 574623",62516630,S,8:30:00 am,5:30:00 pm
NOVENA HEART CENTRE,38  IRRAWADDY ROAD  #07-58  MOUNT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,63972004,S,8:30:00 am,5:30:00 pm
"NOBEL GASTROENTEROLOGY CENTRE
(NOVENA)","38  IRRAWADDY ROAD  #05-39  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",66940764,S,8:30:00 am,5:30:00 pm
"NOVENA HEART CENTRE (MOUNT
ALVERNIA)","820 THOMSON ROAD  #05-01  MEDICAL CENTRE A
MOUNT ALVERNIA HOSPITAL  SINGAPORE 574623",66597585,S,8:30:00 am,5:30:00 pm
NOBEL ENT CENTRE (GLENEAGLES),"6  NAPIER ROAD  #04-01  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",64720488,S,8:30:00 am,5:30:00 pm
"NOVENA BLADELESS CATARACT
SURGERY & EYE SPECIALIST CENTRE","101  IRRAWADDY ROAD  #19-01/02/03/07  ROYAL
SQUARE @ NOVENA  SINGAPORE 329565",65602220,S,8:30:00 am,6:00:00 pm
"NOVENA VASCULAR AND VARICOSE VEIN
CENTRE","38  IRRAWADDY ROAD  #08-48  MOUNT ELIZABETH
NOVENA SPECIALIST CENTRE  SINGAPORE 329563",66942282,S,9:00:00 am,6:00:00 pm
"NOBEL GASTROENTEROLOGY CENTRE
(GLENEAGLES)","6  NAPIER ROAD  #04-01  GLENEAGLES MEDICAL
CENTRE  SINGAPORE 258499",62547665,S,8:30:00 am,5:30:00 pm
NOVA EYE CENTRE,"81 MARINE PARADE CENTRAL  #01-642  SINGAPORE
440081",69704960,S,9:00:00 am,6:00:00 pm
NOVENA ENT HEAD & NECK SURGERY SPECIALIST CENTRE,38   IRRAWADDY ROAD   #04-21/22/34   MOUNT ELIZABETH NOVENA SPECIALIST CENTRE  SINGAPORE 329563,69330451,S,8:30:00 am,5:30:00 pm
"NOBEL PAEDIATRIC SURGERY CENTRE
(GLENEAGLES)","6A   NAPIER ROAD  #02-37  GLENEAGLES HOSPITAL
CENTRE   SINGAPORE 258500",69904572,S,8:30:00 am,5:30:00 pm
"NOBEL EYE & VISION CENTRE
(GLENEAGLES)","6A   NAPIER ROAD  #02-37  GLENEAGLES HOSPITAL
CENTRE   SINGAPORE 258500",69904571,S,8:30:00 am,5:00:00 pm
NOBEL HEART CENTRE (GLENEAGLES),"6A   NAPIER ROAD  #02-37  GLENEAGLES HOSPITAL
CENTRE   SINGAPORE 258500",69904570,S,8:30:00 am,5:30:00 pm
